Text,Product_Start,Product_End,Price_Start,Price_End,Promotion_Start,Promotion_End,Marketplace_Start,Marketplace_End,,,,
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",7,14,36,43,76,77,82,87,,,,
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",7,12,27,35,68,70,75,79,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,12,34,42,75,77,82,90,,,,
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",7,13,28,38,71,73,78,83,,,,
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",7,9,41,51,84,86,91,95,,,,
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,13,35,45,78,80,85,92,,,,
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",25,28,43,50,83,85,90,95,,,,
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",7,15,30,40,73,75,80,88,,,,
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",7,9,31,41,74,76,81,85,,,,
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",7,12,27,38,71,73,78,85,,,,
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,14,46,57,90,92,97,105,,,,
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",7,14,36,43,76,77,82,87,,,,
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",7,12,27,35,68,70,75,79,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,12,34,42,75,77,82,90,,,,
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",7,13,28,38,71,73,78,83,,,,
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",7,9,41,51,84,86,91,95,,,,
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,13,35,45,78,80,85,92,,,,
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",25,28,43,50,83,85,90,95,,,,
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",7,15,30,40,73,75,80,88,,,,
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",7,9,31,41,74,76,81,85,,,,
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",7,12,27,38,71,73,78,85,,,,
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,14,46,57,90,92,97,105,,,,
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",7,14,36,43,76,77,82,87,,,,
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",7,12,27,35,68,70,75,79,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,12,34,42,75,77,82,90,,,,
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",7,13,28,38,71,73,78,83,,,,
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",7,9,41,51,84,86,91,95,,,,
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,13,35,45,78,80,85,92,,,,
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",25,28,43,50,83,85,90,95,,,,
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",7,15,30,40,73,75,80,88,,,,
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",7,9,31,41,74,76,81,85,,,,
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",7,12,27,38,71,73,78,85,,,,
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,14,46,57,90,92,97,105,,,,
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",7,14,36,43,76,77,82,87,,,,
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",7,12,27,35,68,70,75,79,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,12,34,42,75,77,82,90,,,,
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",7,13,28,38,71,73,78,83,,,,
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",7,9,41,51,84,86,91,95,,,,
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,13,35,45,78,80,85,92,,,,
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",25,28,43,50,83,85,90,95,,,,
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",7,15,30,40,73,75,80,88,,,,
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",7,9,31,41,74,76,81,85,,,,
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",7,12,27,38,71,73,78,85,,,,
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,14,46,57,90,92,97,105,,,,
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",7,14,36,43,76,77,82,87,,,,
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",7,12,27,35,68,70,75,79,,,,
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,10,42,50,83,85,90,97,,,,
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",7,12,34,42,75,77,82,90,,,,
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",7,13,28,38,71,73,78,83,,,,
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",7,9,41,51,84,86,91,95,,,,
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",7,13,35,45,78,80,85,92,,,,
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",25,28,43,50,83,85,90,95,,,,
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",7,15,30,40,73,75,80,88,,,,
"Pengen beli sabun mandi nasi dengan harga 90,000 di Shopee",12,16,42,47,,,52,57,,,,
"Pengen beli celana chino dengan harga 150,000 di Shopee",12,17,38,44,,,49,54,,,,
"Pengen beli monitor gaming G24F dengan harga 2,550,000 yang diskon 6% di Shopee",12,18,45,53,67,68,73,78,,,,
"Pengen beli SSD NVME Midasforce 1TB dengan harga 700,000 di Shopee",12,19,49,55,,,60,65,,,,
"Pengen beli ringlight dengan harga 80,000 di Shopee untuk livestream",12,20,35,40,,,45,50,,,,
"Pengen beli dumbell dengan harga 410,000 di Shopee untuk kesehatan",12,18,33,39,,,44,49,,,,
"Pengen beli kaos polo dengan harga 140,000 di Shopee",12,15,35,41,,,46,51,,,,
"Pengen beli earphone bluetooth dengan harga 170,000 di Shopee",12,19,44,50,,,55,60,,,,
"Pengen beli body scrub dengan harga 61,000 di Shopee",12,21,36,41,,,46,51,,,,
"Pengen beli celana kulot dengan harga 110,000 di Shopee",12,23,38,44,,,49,54,,,,
"Pengen beli knalpot dengan harga 1,000,000 di Tokopedia",12,18,33,41,,,46,54,,,,
"Pengen beli fairing dengan harga 500,000 di Tokopedia",12,18,33,39,,,44,52,,,,
"Pengen beli helm dengan harga 900,000 di Tokopedia",12,15,30,36,,,41,49,,,,
"Pengen beli shockbreaker dengan harga 500,000 di Tokopedia",12,23,38,44,,,49,57,,,,
"Pengen beli gorden dengan harga 4,000,000 di Tokopedia",12,17,32,40,,,45,53,,,,
"Pengen beli windshield dengan harga 500,000 di Tokopedia",12,21,36,42,,,47,55,,,,
"Pengen beli handycam dengan harga 3,000,000 di Tokopedia",12,19,34,42,,,47,55,,,,
"Pengen beli springbed dengan harga 2,095,000 di Tokopedia",12,20,35,43,,,48,56,,,,
"Pengen beli strap jam tangan dengan harga 1,000,000 di Tokopedia",12,27,42,50,,,55,63,,,,
"Pengen beli pen tablet dengan harga 1,000,000 di Tokopedia",12,21,36,44,,,49,57,,,,
"Pengen beli underpad dengan harga 30,000 di Tokopedia",12,19,34,39,,,44,52,,,,
"Pengen beli ikan mujair dengan harga 50,000 di Tokopedia",12,15,37,42,,,47,55,,,,
"Pengen beli dipan dengan harga 5,000,000 di Tokopedia",12,16,31,39,,,44,52,,,,
"Pengen beli rice cooker dengan harga 180,000 di Tokopedia",12,22,37,43,,,48,56,,,,
"Pengen beli cat litter dengan harga 80,000 di Tokopedia",12,21,36,41,,,46,54,,,,
"Pengen beli alat cukur kumis dengan harga 130,000 di Tokopedia",12,21,42,48,,,53,61,,,,
"Pengen beli vaccum cleaner dengan harga 290,000 di Tokopedia",12,25,40,46,,,51,59,,,,
"Pengen beli termometer dengan harga 120,000 di Tokopedia",12,21,36,42,,,47,55,,,,
"Pengen beli payung dengan harga 50,000 di Tokopedia",12,17,32,37,,,42,50,,,,
"Pengen beli humidifier dengan harga 30,000 di Tokopedia",12,21,36,41,,,46,54,,,,
"Pengen beli pupuk dengan harga 30,000 di Tokopedia",12,16,31,36,,,41,49,,,,
"Pengen beli selang dengan harga 130,000 di Tokopedia",12,17,32,38,,,43,51,,,,
"Pengen beli stopkontak dengan harga 20,000 di Tokopedia",12,21,36,41,,,46,54,,,,
"Pengen beli kursi lipat dengan harga 120,000 di Tokopedia",12,22,37,43,,,48,56,,,,
"Pengen beli gembok dengan harga 90,000 di Tokopedia",12,17,32,37,,,42,50,,,,
"Pengen beli koper dengan harga 2,000,000 di Tokopedia",12,16,31,39,,,44,52,,,,
"Pengen beli asbak dengan harga 50,000 di Tokopedia",12,16,31,36,,,41,49,,,,
"Pengen beli pel dengan harga 100,000 di Tokopedia",12,14,29,35,,,40,48,,,,
"Pengen beli kipas dengan harga 140,000 di Tokopedia",12,16,31,37,,,42,50,,,,
"Pengen beli spons dengan harga 40,000 di Tokopedia",12,16,31,36,,,41,49,,,,
"Pengen beli karpet dengan harga 200,000 di Tokopedia",12,17,32,38,,,43,51,,,,
"Pengen beli sarung dengan harga 80,000 di Tokopedia",12,17,32,37,,,42,50,,,,
"Pengen beli kabinet dengan harga 500,000 di Tokopedia",12,18,33,39,,,44,52,,,,
"Pengen beli pot bunga dengan harga 130,000 di Tokopedia",12,14,35,41,,,46,54,,,,
"Pengen beli tanah dengan harga 5,000,000,000 di Tokopedia",12,16,31,39,,,48,56,,,,
"Pengen beli gopro dengan harga 3,300,000 di Tokopedia",12,16,31,39,,,44,52,,,,
"Pengen beli tabung gas dengan harga 130,000 di Tokopedia",12,21,36,42,,,47,55,,,,
"Pengen beli kanopi dengan harga 130,000 di Tokopedia",12,17,32,38,,,43,51,,,,
"Pengen beli brake fluid dengan harga 130,000 di Tokopedia",12,22,37,43,,,48,56,,,,
"Pengen beli jemuran dengan harga 80,000 di Tokopedia",12,18,33,38,,,43,51,,,,
"Pengen beli dream catcher dengan harga 130,000 di Tokopedia",12,24,39,45,,,50,58,,,,
"Pengen beli kalender dengan harga 30,000 di Tokopedia",12,19,34,39,,,44,52,,,,
"Pengen beli stik golf dengan harga 1,300,000 di Tokopedia",12,20,35,43,,,48,56,,,,
"Pengen bola golf dengan harga 30,000 di Tokopedia",7,15,30,35,,,40,48,,,,
"Pengen beli tisu dengan harga 20,000 di Tokopedia",12,15,30,35,,,40,48,,,,
"Pengen beli beanie dengan harga 50,000 di Tokopedia",12,17,32,37,,,42,50,,,,
"Pengen beli bunga mawar dengan harga 20,000 di Tokopedia",12,22,37,42,,,47,55,,,,
"Pengen beli bunga adenium dengan harga 20,000 di Tokopedia",12,24,39,44,,,49,57,,,,
"Pengen beli bunga Agapanthus dengan harga 20,000 di Tokopedia",12,27,42,47,,,52,60,,,,
"Pengen beli bunga Ageratum dengan harga 20,000 di Tokopedia",12,25,40,45,,,50,58,,,,
"Pengen beli bunga Alamanda dengan harga 20,000 di Tokopedia",12,25,40,45,,,50,58,,,,
"Pengen beli gunting kuku dengan harga 30,000 di Tokopedia",12,18,38,43,,,48,56,,,,
"Pengen beli ikan bandeng dengan harga 50,000 di Tokopedia",12,23,38,43,,,48,56,,,,
"Pengen beli ikan baronang dengan harga 30,000 di Tokopedia",12,24,39,44,,,49,57,,,,
"Pengen beli ikan belanak dengan harga 30,000 di Tokopedia",12,23,38,43,,,48,56,,,,
"Pengen beli ikan cakalang dengan harga 30,000 di Tokopedia",12,24,39,44,,,49,57,,,,
"Pengen beli ikan giru dengan harga 30,000 di Tokopedia",12,20,35,40,,,45,53,,,,
"Pengen beli ikan kakap dengan harga 30,000 di Tokopedia",12,21,36,41,,,46,54,,,,
"Pengen beli ikan tuna dengan harga 30,000 di Tokopedia",12,20,35,40,,,45,53,,,,
"Pengen beli ikan salmon dengan harga 30,000 di Tokopedia",12,22,37,42,,,47,55,,,,
"Pengen beli ikan arwana dengan harga 30,000 di Tokopedia",12,22,37,42,,,47,55,,,,
"Pengen beli ikan gabus dengan harga 30,000 di Tokopedia",12,21,36,41,,,46,54,,,,
"Pengen beli ikan nilem dengan harga 30,000 di Tokopedia",12,21,36,41,,,46,54,,,,
"Pengen beli anggur merah dengan harga 100,000 di Tokopedia",12,23,38,44,,,49,57,,,,
"Pengen beli bir dengan harga 100,000 di Tokopedia",12,14,29,35,,,40,48,,,,
"Pengen beli sake dengan harga 100,000 di Tokopedia",12,15,30,36,,,41,49,,,,
"Pengen beli gin dengan harga 100,000 di Tokopedia",12,14,29,35,,,40,48,,,,
"Pengen beli tequila dengan harga 100,000 di Tokopedia",12,18,33,39,,,44,52,,,,
"Pengen beli wiski dengan harga 100,000 di Tokopedia",12,16,31,37,,,42,50,,,,
"Pengen beli brandy dengan harga 100,000 di Tokopedia",12,17,32,38,,,43,51,,,,
"Pengen beli vodka dengan harga 100,000 di Tokopedia",12,16,31,37,,,42,50,,,,
"Pengen beli tensimeter dengan harga 300,000 di Tokopedia",12,21,36,42,,,47,55,,,,
"Pengen beli inhaler dengan harga 300,000 di Tokopedia",12,18,33,39,,,44,52,,,,
"Pengen beli tabung oksigen dengan harga 300,000 di Tokopedia",12,25,40,46,,,51,59,,,,
"Pengen beli pulse oximeter dengan harga 300,000 di Tokopedia",12,25,40,46,,,51,59,,,,
"Pengen beli parfum YSL dengan harga 300,000 di Tokopedia",12,21,36,42,,,47,55,,,,
"Pengen beli parfum Dior dengan harga 300,000 di Tokopedia",12,22,37,43,,,48,56,,,,
"Pengen beli parfum Bulgari dengan harga 300,000 di Tokopedia",12,25,40,46,,,51,59,,,,
"Pengen beli parfum Chanel dengan harga 300,000 di Tokopedia",12,24,39,45,,,50,58,,,,
"Pengen beli parfum HMNS dengan harga 300,000 di Tokopedia",12,22,37,43,,,48,56,,,,
"Pengen beli parfum Geamoore dengan harga 300,000 di Tokopedia",12,26,41,47,,,52,60,,,,
"Pengen beli hotel dengan harga 30,000,000,000 di Tokopedia",12,16,31,44,,,49,57,,,,
"Pengen beli apartemen dengan harga 50,000,000,000 di Tokopedia",12,20,35,48,,,53,61,,,,
"Pengen beli monitor Acer dengan harga 3,000,000 di Tokopedia",12,23,38,46,,,51,59,,,,
"Pengen beli monitor HP dengan harga 3,000,000 di Tokopedia",12,21,36,44,,,49,57,,,,
"Pengen beli monitor Asus dengan harga 3,000,000 di Tokopedia",12,23,38,46,,,51,59,,,,
"Pengen beli monitor Dell dengan harga 3,000,000 di Tokopedia",12,23,38,46,,,51,59,,,,
"Pengen beli monitor LG dengan harga 3,000,000 di Tokopedia",12,21,36,44,,,49,57,,,,
"Pengen beli monitor samsung dengan harga 3,000,000 di Tokopedia",12,26,41,49,,,54,62,,,,
"Pengen beli kambing dengan harga 3,000,000 di Tokopedia",12,18,33,41,,,46,54,,,,
"Pengen beli sapi dengan harga 13,000,000 di Tokopedia",12,15,30,39,,,44,52,,,,
"Pengen beli domba dengan harga 8,000,000 di Tokopedia",12,16,31,39,,,44,52,,,,
"Pengen beli ayam dengan harga 3,000,000 di Tokopedia",12,15,30,38,,,43,51,,,,
"Pengen beli senter dengan harga 50,000 di Tokopedia",12,17,32,37,,,42,50,,,,
"Pengen beli batu pondasi dengan harga 3,000,000 di Tokopedia",12,23,38,46,,,51,59,,,,
"Pengen beli semen dengan harga 80,000 di Tokopedia",12,16,31,36,,,41,49,,,,
"Pengen beli pasir dengan harga 90,000 di Tokopedia",12,16,31,36,,,41,49,,,,
"Pengen beli baja dengan harga 1,000,000 di Tokopedia",12,15,30,38,,,43,51,,,,
"Pengen beli kayu dengan harga 200,000 di Tokopedia",12,15,30,36,,,41,49,,,,
"Pengen beli genteng dengan harga 300,000 di Tokopedia",12,18,33,39,,,44,52,,,,
"Pengen beli keramik dengan harga 200,000 di Tokopedia",12,18,33,39,,,44,52,,,,
"Pengen beli pintu dengan harga 3,000,000 di Tokopedia",12,16,31,39,,,44,52,,,,
"Pengen beli kusen dengan harga 3,000,000 di Tokopedia",12,16,31,39,,,44,52,,,,
"Pengen beli rangka atap dengan harga 3,000,000 di Tokopedia",12,22,37,45,,,50,58,,,,
"Pengen beli teralis dengan harga 2,000,000 di Tokopedia",12,18,33,41,,,46,54,,,,
"Pengen beli lemari dengan harga 3,000,000 di Tokopedia",12,17,32,40,,,45,53,,,,
"Pengen beli kompor dengan harga 3,000,000 di Tokopedia",12,17,32,40,,,45,53,,,,
"Pengen beli kulkas dengan harga 3,000,000 di Tokopedia",12,17,32,40,,,45,53,,,,
"Pengen beli setrika dengan harga 3,000,000 di Tokopedia",12,18,33,41,,,46,54,,,,
"Pengen beli bantal dengan harga 150,000 di Tokopedia",12,17,32,38,,,43,51,,,,
"Pengen beli guling dengan harga 150,000 di Tokopedia",12,17,32,38,,,43,51,,,,
"Pengen beli gantungan dengan harga 30,000 di Tokopedia",12,20,35,40,,,45,53,,,,
"Pengen beli ember dengan harga 30,000 di Tokopedia",12,16,31,36,,,41,49,,,,
"Pengen beli gayung dengan harga 30,000 di Tokopedia",12,17,32,37,,,42,50,,,,
"Pengen beli aki motor dengan harga 200,000 di Tokopedia",12,20,35,41,,,46,54,,,,
"Pengen beli ban dengan harga 300,000 di Tokopedia",12,14,29,35,,,40,48,,,,
"Pengen beli busi dengan harga 20,000 di Tokopedia",12,15,30,35,,,40,48,,,,
"Pengen beli rantai dengan harga 70,000 di Tokopedia",12,17,32,37,,,42,50,,,,
"Pengen beli karburator dengan harga 450,000 di Tokopedia",12,21,36,42,,,47,55,,,,
"Pengen beli blok silinder dengan harga 150,000 di Tokopedia",12,24,39,45,,,50,58,,,,
"Pengen beli piston dengan harga 800,000 di Tokopedia",12,17,32,38,,,43,51,,,,
"Pengen beli laher dengan harga 200,000 di Tokopedia",12,16,31,37,,,42,50,,,,
"Pengen beli karter dengan harga 30,000 di Tokopedia",12,17,32,37,,,42,50,,,,
"Pengen beli katup dengan harga 50,000 di Tokopedia",12,16,31,36,,,41,49,,,,
"Pengen beli oli dengan harga 100,000 di Tokopedia",12,14,29,35,,,40,48,,,,
"Pengen beli saham AALI dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham ABBA dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham ABMM dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham ACES dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham ACST dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham ADES dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham ADHI dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham ADMF dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham ADMG dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham ADRO dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham AGII dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham AGRO dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham AGRS dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham AHAP dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham AIMS dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli saham AISA dengan harga 1,000,000 di IDX",12,21,36,44,,,49,51,,,,
"Pengen beli kripto BTC dengan harga 1,000,000 di Binance",12,21,36,44,,,49,55,,,,
"Pengen beli kripto BNB dengan harga 1,000,000 di Binance",12,21,36,44,,,49,55,,,,
"Pengen beli kripto ETH dengan harga 1,000,000 di Binance",12,21,36,44,,,49,55,,,,
"Pengen beli kripto LINA dengan harga 1,000,000 di Binance",12,22,37,45,,,50,56,,,,
"Pengen beli kripto SOL dengan harga 1,000,000 di Binance",12,21,36,44,,,49,55,,,,
"Pengen beli kripto ARPA dengan harga 1,000,000 di Binance",12,22,37,45,,,50,56,,,,
"Pengen beli kripto MATIC dengan harga 1,000,000 di Binance",12,23,38,46,,,51,57,,,,
"Pengen beli kripto OP dengan harga 1,000,000 di Binance",12,20,35,43,,,48,54,,,,
"Pengen beli kripto LTC dengan harga 1,000,000 di Binance",12,21,36,44,,,49,55,,,,
"Pengen beli kripto ARB dengan harga 1,000,000 di Binance",12,21,36,44,,,49,55,,,,
"Pengen beli kripto INJ dengan harga 1,000,000 di Binance",12,21,36,44,,,49,55,,,,
"Pengen beli kripto DOGE dengan harga 1,000,000 di Binance",12,22,37,45,,,50,56,,,,
"Pengen beli kripto ADA dengan harga 1,000,000 di Binance",12,21,36,44,,,49,55,,,,
"Pengen beli kripto EDU dengan harga 1,000,000 di Binance",12,21,36,44,,,49,55,,,,
"Pengen beli kripto OCEAN dengan harga 1,000,000 di Binance",12,23,38,46,,,51,57,,,,
"Pengen beli kripto TRX dengan harga 1,000,000 di Binance",12,21,36,44,,,49,55,,,,
"Pengen beli kripto AGIX dengan harga 1,000,000 di Binance",12,22,37,45,,,50,56,,,,
"Pengen beli kripto SHIB dengan harga 1,000,000 di Binance",12,22,37,45,,,50,56,,,,
"Pengen beli kursus kotlin dengan harga 800,000 di Udemy",12,24,39,45,,,50,54,,,,
"Pengen beli kursus flutter dengan harga 800,000 di Udemy",12,25,40,46,,,51,55,,,,
"Pengen beli kursus ethical hacker dengan harga 800,000 di Udemy",12,32,47,53,,,58,62,,,,
"Pengen beli kursus programming pemula dengan harga 800,000 di Udemy",12,29,51,57,,,62,66,,,,
"Pengen beli kursus memasak dengan harga 800,000 di Udemy",12,25,40,46,,,51,55,,,,
"Pengen beli kursus mengemudi dengan harga 800,000 di Udemy",12,27,42,48,,,53,57,,,,
"Pengen beli kursus desain dengan harga 800,000 di Udemy",12,24,39,45,,,50,54,,,,
"Pengen beli kursus jetpack compose dengan harga 800,000 di Udemy",12,33,48,54,,,59,63,,,,
"Pengen beli kursus menari dengan harga 800,000 di Udemy",12,24,39,45,,,50,54,,,,
"Pengen beli kursus berbicara dengan harga 800,000 di Udemy",12,27,42,48,,,53,57,,,,
"Pengen beli kursus menyanyi dengan harga 800,000 di Udemy",12,26,41,47,,,52,56,,,,
"Pengen beli kursus bermain gitar dengan harga 800,000 di Udemy",12,31,46,52,,,57,61,,,,
"Pengen beli kursus bermain piano dengan harga 800,000 di Udemy",12,31,46,52,,,57,61,,,,
"Pengen beli kursus bermain drum dengan harga 800,000 di Udemy",12,30,45,51,,,56,60,,,,
"Pengen beli kursus bermain bass dengan harga 800,000 di Udemy",12,30,45,51,,,56,60,,,,
"Pengen beli kursus unity dengan harga 800,000 di Udemy",12,23,38,44,,,49,53,,,,
"Pengen beli kursus C# dengan harga 800,000 di Udemy",12,20,35,41,,,46,50,,,,
"Pengen beli kursus godot dengan harga 800,000 di Udemy",12,23,38,44,,,49,53,,,,
"Pengen beli nft world of woman dengan harga 20,000,000 di Opensea",12,29,44,53,,,58,64,,,,
"Pengen beli nft opepen dengan harga 20,000,000 di Opensea",12,21,36,45,,,50,56,,,,
"Pengen beli nft SMOWL dengan harga 20,000,000 di Opensea",12,20,35,44,,,49,55,,,,
"Pengen beli nft nakamigos dengan harga 20,000,000 di Opensea",12,24,39,48,,,53,59,,,,
"Pengen beli nft the captainz dengan harga 20,000,000 di Opensea",12,27,42,51,,,56,62,,,,
"Pengen beli nft otherdeed for otherside dengan harga 20,000,000 di Opensea",12,38,53,62,,,67,73,,,,
"Pengen beli nft lil pudgys dengan harga 20,000,000 di Opensea",12,25,40,49,,,54,60,,,,
"Pengen beli nft behind the veil dengan harga 20,000,000 di Opensea",12,30,45,54,,,59,65,,,,
"Pengen beli nft open headition dengan harga 20,000,000 di Opensea",12,29,44,53,,,58,64,,,,
"Pengen beli nft murakami dengan harga 20,000,000 di Opensea",12,23,38,47,,,52,58,,,,
"Pengen beli nft neo tokyo punk dengan harga 20,000,000 di Opensea",12,29,44,53,,,58,64,,,,
"Pengen beli nft wild playground dengan harga 20,000,000 di Opensea",12,30,45,54,,,59,65,,,,
